Protein IDs	%iBAQ	Unique peptides	Unique + razor sequence coverage [%]
P25788;P25788-2;H0YJ03	0.002807771	2	18
Q13435;E9PPJ0;H0YCG1;E9PJ04;E9PJT3;H0YEX5;H0YDT7;E9PIL8	0.002807771	12	13.3
Q96P16;Q96P16-3;K7EP82;K7ER50	0.002807771	4	15.1
O15264;Q5R3E4	0.002791447	4	12.1
Q6PCB0;Q6PCB0-2;J3QLP3;J3QRR0	0.002775122	9	27
Q8NFJ5;F5GWG3;H0YFN2	0.002775122	2	5.6
P06746;E7EW18;H0YBX1;H0YBJ0;E5RIJ0;B7Z1W5;H0YAV8	0.002758798	4	13.1
F8VQ10;Q13838-2;Q13838;Q5STU3;B4DP52;F6WLT2;F6TRA5;F6UN21;F6S4E6;F6UJC5;B4DIJ6;H0Y400;F6R6M7;K7EPJ3;F6QYI9;K7EN69;K7EN25;H0YCC6;E7EMX2;F6SXL5;F6S2B7;F6U6E2;K7EIL8;K7EL56;F6QWI5;K7ENP6	0.002742474	2	6.8
O75340;O75340-2;H0Y9N1;H0Y9X3	0.002742474	3	17.8
P23443;F6UYM1;P23443-2;B4DLT4;Q7Z721	0.00272615	3	9.5
P81605-2;P81605	0.00272615	2	18.2
Q9H444;P59074	0.00272615	5	25.9
Q9H6E4;B0QY51	0.00272615	5	27.5
Q15020;B7ZKM0;F8VV04;Q15020-2;F8W667;F8VZM2;F8VVK9;H0YHU8;Q15020-3	0.002709825	13	13.7
E7EQB3;Q9BSV6;A9C4B9;B0V3J0	0.002693501	5	15.1
P17936;B3KWK7;H0Y5K2;H0Y485;C9JMX4	0.002693501	7	25.4
C9JA08;Q96D46;C9J0B9;C9K0C2;C9IZW9;C9IY70	0.002693501	5	12.1
P40926;E9PDB2;G3XAL0	0.002693501	3	12.7
P49247	0.002693501	4	13.8
P51580	0.002693501	6	21.6
Q00796;H0YLA4;H0YKB3;B7Z3A6	0.002693501	5	13.2
Q6EMK4	0.002693501	7	16
Q8WWH5	0.002693501	5	15.5
Q14653;M0QYT9;Q7Z5G6;M0QZB7;M0QZB8;M0R205;M0QXC8;M0R0X9	0.002677177	4	10.1
Q5TDF0;Q9BSD7	0.002677177	3	15.4
O75083;O75083-3;D6RD66	0.002660853	6	14
Q8TC12;Q8TC12-2;Q8TC12-3;G3V2G6;H0YJ46;G3V234;H0YIZ8;H0YJ10;Q96NR8	0.002660853	8	30.5
Q08379;Q08379-2;B7ZC06;H0Y7B8;Q9NVV4-2;A8MZ06	0.002644528	18	21.7
M0QZR4;Q6NX52;Q92888-3;Q92888;Q92888-2;M0QYC1;M0R2C7;M0QYS3;M0QZH8;M0QXV6	0.002628204	11	11.5
Q14517;D6RCE4	0.002628204	60	16.5
J3KPW7;Q92769;B3KRS5;H3BM24;E5RFP9;E5RG37;E5RH52;E5RHE7;E5RGV4;E5RJ04;E5RFI6;E5RK19;O15379-2;O15379;E7ESJ6	0.002595556	4	7.6
Q14244;Q14244-2;Q14244-3;E9PCP3;F5H1E2;Q14244-4;Q14244-5	0.002595556	10	13.1
Q9HC38;Q9HC38-2;B7Z403;I3L3Q4;Q9HC38-3;I3L1I0	0.002579231	5	16.3
Q15435;Q15435-2;C9J177;H7C003;C9JD73;Q15435-3;Q15435-4;B5MCY6;B5MBZ8;H7C118;C9JRC4;H7C3Q5	0.002579231	6	20.8
Q9BXW7;Q9BXW7-2;A8MYZ9	0.002579231	5	14.7
G3V5Z7;P60900;G3V295;G3V3I1;G3V3U4;B4DXJ9;B4DQR4;G3V2S7;G3V4S5	0.002562907	5	21.4
Q13131-2;Q13131;Q96E92	0.002546583	4	7.7
Q92876;Q92876-2	0.002546583	5	24.6
O75643;C9JAQ9;O75643-2;B4E0P5	0.002530259	31	16.8
P50402;Q5HY57	0.002530259	5	24.4
A8MV58;Q16643;Q16643-2;D6R9W4;D6RFI1;D6R9Q9;F8W9Z3;D6RCR4	0.002513934	17	23.5
Q9H773;H3BSA6	0.00249761	5	38.8
Q9UMY4;Q9UMY4-2;F8W8K5	0.00249761	4	22.1
E5RG17;Q6P1N9;Q6P1N9-2;E5RGF2;G5EA19;H0YBX2;E5RK70;E5RG62;E5RID7	0.002481286	5	14.6
Q99961;M0QZV5;M0R0I3;M0QYE0;Q99961-2;Q99962;F5H5J3;M0R2K6	0.002481286	4	11.1
Q14683;G8JLG1;H0Y7K8	0.002481286	26	20.5
Q6RFH5;Q6RFH5-2;E9PS41;H0YGM6;F5GYL6;H0YFP2	0.002481286	7	20.5
A6NHL2;A6NHL2-2	0.002464962	1	3.8
B0YIW6;P48444;P48444-2;E9PK34	0.002448637	9	15.4
P49005;F8W8R3;C9JHC7;C9JLE1;C9J8Z7;C9IZD2;H7C1B3	0.002448637	3	9.6
Q86UP2;Q86UP2-2;Q86UP2-3;G3V4Y7;B7Z6P3;G3V5G2;G3V5P0;H0YJZ8;H0YJP2;H0YJV5	0.002448637	32	25.7
B4DE64;O14737;K7ESJ4;K7EL31;K7EQA1;K7EPG2;Q3HM38	0.002432313	2	17.8
P35613;I3L4S8;P35613-2;P35613-4;P35613-3;I3L192	0.002432313	2	4.9
P37198;M0QXN5	0.002432313	5	12.1
P51659;P51659-2;P51659-3;E7EWE5;E7ER27;E7ET17;G5E9S2;E7EPL9	0.002432313	13	20.5
Q96B26	0.002432313	3	19.9
Q99436;Q5TBG5;B4E0P1	0.002432313	2	6.9
Q9NQT4;M0R050;M0R102	0.002432313	5	23.4
P98160;Q5SZJ2;Q5SZI9;Q5SZJ1;H7C4A6	0.002415989	61	18.6
Q53GS9;B9A018;B8ZZD1;Q53GS9-2;G5E9H0;C9JIU2;F8WC91;C9J0X5	0.002399665	8	18.4
Q6IBS0;D6RG15;H0Y858	0.002399665	4	18.3
Q9BRJ7;K7EIN2;K7ENA3;Q9BRJ7-2;Q96DE0;Q96DE0-3	0.002399665	5	31.8
P29084;E5RH41	0.002399665	4	12.4
O95786;O95786-2;B3KWW1;A2A376;F5H5W6	0.00238334	16	18.2
Q8N7H5;M0QX35;Q8N7H5-2;F8W9Q2;B4DGJ5;M0QYC7	0.002367016	13	27.1
P08240;P08240-2	0.002367016	5	11.1
Q96P11-2;Q96P11-4;Q96P11;Q96P11-5;Q96P11-3;Q63ZY6;Q63ZY6-5;Q63ZY6-6;Q63ZY6-4;Q3KNT7;Q3KNT7-3;Q63ZY6-2;Q3KNT7-2	0.002367016	11	25.8
Q9Y5B9;G3V2X0;G3V401;G3V5A4	0.002367016	20	20.8
Q12800;Q12800-4;Q12800-3;Q12800-2;F8VX55;F8VWL0;Q9NZI7;Q9NZI7-4;Q9NZI6;C9JWL3	0.002350692	3	8.6
Q9NWS0;M0QYA2;M0QXD5;M0R3A4;M0R2P8;M0QYF4;Q9NWS0-3;M0QZM3;M0R3A8;M0R028;M0R0J2;M0QZZ1;M0QZ61	0.002350692	5	21.4
Q9H3H1;Q9H3H1-4;Q9H3H1-5;Q5QPK7;Q9H3H1-2;Q9H3H1-3;Q3T7B8;Q3T7B5;B4E3K2;Q3T7B4	0.002334368	8	24.8
Q9H5V9;Q9H5V9-3;Q9H5V9-2	0.002334368	5	22.1
P29372;P29372-2;Q5J9I4;G5E9E2;A2IDA3	0.002318043	4	18.1
O60547;E9PI88	0.002318043	4	14
Q9Y6W5;Q9Y6W5-2	0.002318043	4	10
A8MSH5;Q9BY42;A2A2L5;A2A2L6	0.002301719	5	20.2
O43592;F8WDU6;F5GYW6;F5GZM3	0.002301719	14	16.1
J3KN66;Q5JTV8;E9PKD1;Q5JTV8-2;H0YD16	0.002285395	3	17.5
Q08209;Q08209-2;Q08209-3;A1A441;E7ETC2;A8W6Z8;E9PK68;E9PPC8;P16298-4;P16298;P16298-3;P16298-2;Q5F2F8;F5H0F8;P48454-3;P48454;P48454-2;G3V111;Q5F2G0;H0YB02;B7Z6P2	0.002285395	6	11.1
Q5VTL8;Q5VTL8-2	0.002285395	4	7.7
Q9BY77;Q9BY77-2;F8WCX5;F8WEE2;B4DMM2;Q6R954	0.002285395	4	11.2
Q9NV31	0.002285395	2	13.6
H3BQK9;H3BPE1;F8W8Q1;Q9UPN3-2;Q9UPN3-3;Q9UPN3;F5GZL7;Q9UPN3-4;H0Y390;Q9UPN3-5;E9PNZ4;E9PLY5;H0YD69;E9PLY0;H0Y314;H0Y4F5;H0Y6T5;REV__O43149;REV__I3L141;REV__O43149-2;H0Y7I1	0.002252746	110	17.4
P61019;E9PKL7;Q8WUD1;P61019-2;H0YD31;H7C125;E9PE37;Q6PIK3	0.002252746	6	38.2
Q9NQR4;H7C579;F8WF70	0.002252746	3	13.8
Q9H7E9-2;Q9H7E9	0.002236422	3	16.5
C9J7E5;Q9Y5L0-1;Q9Y5L0;Q9Y5L0-3;Q9Y5L0-5;E9PFH4	0.002220098	11	16.1
Q9GZS1;Q9GZS1-2;E7EX70	0.002220098	5	8.1
P62913-2	0.002220098	1	6.2
Q99990;H0Y5G3	0.002220098	6	27.5
Q9NS86	0.002220098	4	10.2
P62993;P62993-2;J3KT38;J3QRL5;J3QLF6	0.002203774	6	25.8
Q96Q11;Q96Q11-2;C9JRS7	0.002171125	9	19.6
Q9Y2T2;P53677;E5RJ52;Q7Z472;E7ER80;H0YBA0;H0YBM0	0.002171125	6	21.1
E7ESZ7;O95299;Q8WXC9;C9J6X0;Q8N1B9;H7C2X4;H7C1Y7;H7C2W5	0.002154801	9	22.3
B0V0C1;B0V0B9;P04222;B0V0C2;P30501;Q07000;P30508;P30505;P30499;B0UY15;A2BF26;B0S7Z6;B0UY14;A2BF25;B0S7Z5;B0UY12;A2BF24;P30504;P30510;Q29865;Q29963;Q9TNN7;P10319;P18464;P30490;P30491;P30498;P30685;B0S7Z4;Q95604;Q29960;P01889;P30460;P30480;P03989;P18463;P18465;P30462;P30464;P30466;P30475;P30484;P30492;P30493;P30495;Q29718;Q29836;Q29940;Q95365;Q29960-2;F5GXA6;A2AEA4;A2AEA2;P10321;Q31612;P30479;Q04826;P30481;P30483;P30485;P30487;P30488;F6U0H7;H0Y4L0;B1AZU4;Q5SPT7;P13746-2;Q5SRN5;P04439;P05534;P13746;P16188;P30443;P30447;P30455;P01893;P30461;P30486;Q31610;P13747;Q6DU44;Q5SRN7;Q31611;F8W9Z8	0.002138477	7	26.3
Q14008-3;Q14008;Q14008-2;E9PQH5;H0YDX5;H0YEK7	0.002138477	39	22.1
O43396;K7ER96;K7EPB7;G3V1K0;K7EML9;K7EKG2	0.002122152	3	13.8
P00387-3;P00387;P00387-2;B1AHF3	0.002122152	3	13.8
P26232;P26232-5;P26232-2;P26232-3;P26232-6;P26232-4;C9IZ88;REV__Q9P2T0;REV__Q9P2T0-2;B9A010;C9J144	0.002122152	1	1.9
Q2NL82;I3L1Q5;I3L4E8	0.002122152	10	13.9
Q86TB9;Q86TB9-4;Q86TB9-2;Q86TB9-3	0.002122152	8	9.7
P19387;H3BRR2	0.002105828	3	12.4
O95336;M0R261;M0R0U3;M0R1L2	0.002105828	7	45.7
Q96P70	0.00207318	18	20.1
Q9UBD5-2;Q9UBD5;Q9UBD5-3;B4DZ51	0.00207318	7	12.6
Q99661;B7Z6Q6;Q99661-2;B7Z7M6;Q5JR91;Q8N4N8;Q5JR89;H0Y5Z9	0.002056855	6	9.7
Q03426;F5H8H2;F5H092;F5GXC0;F5H368;F5H163;B7Z1C2	0.002040531	6	15.4
Q9H089;H7C2X7;F8WFC6	0.002040531	14	20.8
P53041;H0YDU8;A8MU39;E7EU14;M0R196	0.002024207	11	21
P47895;H0Y2X5;H0YKF9;H0YNQ3	0.002024207	5	13.7
Q14451-3;Q14451;Q14451-4;Q14451-2;J3QL76	0.002024207	5	10.3
E9PF82;Q13557-11;Q13557-4;Q13557-6;E9PBG7;Q13557-3;Q13557;D6R938;Q13557-5;Q13557-10;Q13557-9;Q13557-12;Q13557-8;H0Y9J2;Q13554;Q13554-2;Q13554-5;Q13554-8;Q13554-3;Q13554-6;Q9UQM7-2;Q13554-4;Q9UQM7;Q13554-7;H7BXS4;B7Z1Z6;H0Y9C2;E7EQE4;E9PBE8;D6RHX9	0.002007883	5	12
Q9Y2V0;Q9Y2V0-2;H3BNF9;H3BS01;H3BMD3	0.002007883	3	16.4
Q9NPD8	0.002007883	3	18.3
Q86W92;Q86W92-2;Q86W92-4;Q86W92-3;F5GZP6;H0YFE4;Q8ND30;E9PK77;E9PMU1;E9PP16;Q86W92-5;F5H495;F5H0E0;F5H6Q7	0.001991558	10	9.5
Q9BQ69	0.001991558	1	7.1
O43913;O43913-2;B4DXT8;G3V0H0	0.001975234	4	13.6
O43663;H9KV59;O43663-2;F8W9B5;O43663-3;H0YL53	0.00195891	3	4.5
Q7Z6Z7;Q7Z6Z7-3;Q7Z6Z7-2;H0Y5W0;H0Y659;Q5H962	0.00195891	7	1.5
H3BM74;H3BM14;Q9Y5A7;Q9Y5A7-2;F8WDB6;C9JRT6;C9J7X7	0.00195891	5	8.8
O00170;E9PPD7;E9PMH2	0.00195891	6	24.5
O95067;H0YMP3	0.00195891	4	11.3
Q6DKI1;B7Z652	0.00195891	3	14.6
Q86VX2;Q86VX2-2	0.001942586	2	8.5
Q86X76-3;Q86X76;Q86X76-4;Q86X76-2;B1AQP4	0.001942586	4	14.2
Q9NX40;D6RBN5;D6RDK6;Q9NX40-4;Q9NX40-2;Q9NX40-3;D6RIT9;D6RG39;D6R9T5;D6RIV2;D6RDK1;D6RI08	0.001926261	3	11.8
O00567;H0YDU4;H0Y653;Q5JXT2	0.001909937	7	12.3
O95400	0.001909937	2	7
Q14240-2;Q14240;E7EQG2;Q9NZE6;J3KSN7;E7EMV8;J3KT04;F8WE11;E9PBH4;J3QQP0;C9JUF0	0.001909937	6	20.8
Q92896-2;Q92896-3;Q92896;H3BM42;H3BQU9;H3BQT1	0.001909937	11	8.5
Q9H7B4;Q9H7B4-3;Q9H7B4-2;B0QZ88;A8MXR1;B0QZA0	0.001909937	5	12.4
M0QXB5;O95571;M0QY80;M0QX80	0.001877289	3	15.8
O60763-2;O60763;F5GYR8;F5H4X1;F5GZ76;H0Y7C0;REV__Q5VZ89;REV__Q5VZ89-6;REV__Q5VZ89-5	0.001877289	10	11.1
Q969V3;Q969V3-2;K7EMW4;K7ELZ9;K7ENM2;K7EQ66;K7EN96	0.001877289	8	18.1
J3KNP0;Q6WKZ4;Q6WKZ4-3;Q6WKZ4-5;Q6WKZ4-1	0.001860964	4	2.3
O75489;E9PS48;B4DFM8;G3V194	0.001860964	4	18.2
Q9Y3C4-3;Q9Y3C4;Q9Y3C4-2	0.001860964	2	12.1
P58107	0.001828316	17	38.9
O00625	0.001811992	3	10.7
P29317;P29323;P54756;Q9UF33;P54756-2;P29322;F8VP57;P54753;Q15375;Q15375-4;Q15375-2;P29323-3;P54760;P29323-2;P54762;P29320;P54756-3;B1AKC9;Q96L35;C9JXA2;F8W9W0;Q06187;B3KTB2;Q5JY90;D6RAL5;J3KR66;Q9UF33-2	0.001811992	14	15
Q9UL25	0.001795667	5	27.6
P52788;P52788-2;B4DE40;H7C2R7	0.001779343	4	10.4
P55212;D6RHU3;P55212-2;D6RBM3	0.001779343	4	17.4
Q14978-2;Q14978-3;Q14978	0.001779343	4	5.8
Q8N8S7;Q8N8S7-2	0.001779343	7	12.7
B1ANH2;B1ANH1;B1ANG9;Q16774-2;B1ANH0;B1ANH5;Q16774;B1ANH3;B1ANH6	0.001763019	3	17.4
Q9HB07;F8VR84;F8VQQ3;H3BPH3	0.001763019	5	14.4
O94906;O94906-2	0.001763019	13	13.3
Q9Y3D9;J3QLR8	0.001746695	3	15.8
Q96CS3	0.00173037	9	25.6
Q96KP1;G8JLK9	0.00173037	12	13.4
Q9BV20;Q9BV20-2;K7EM59	0.00173037	5	13.3
P30622;P30622-1;P30622-2;F5H0N7;J3KP58;F5H6A0;F6VGP8;F5H1T5;F5H270;F5H367	0.001714046	17	12.9
P54652	0.001714046	7	14.4
Q6ZMP0;Q6ZMP0-2;B4DR13;Q6ZMP0-3	0.001714046	11	11.2
P49137;Q16644;P49137-2;C9J8E1;P51817;O43930;Q96PN8	0.001697722	3	7
P17480;E9PKP7;P17480-2;E9PLT2	0.001697722	9	14.3
Q16531;F5GY55;B4DG00;F5H775;F5H238;F5H6C5;F5H4N9;F5H2L3;F5GWI0;F5H581;F5H0Y5;F5H7A0;F5GZY8;F5GZ34;F8WF81;F5GYG8;F5H198	0.001697722	24	22.8
Q7Z2Z2;Q7Z2Z2-2	0.001697722	9	7.5
O60256;O60256-3;E7EPA1;O60256-2;B4E329;I3L0S1;C9K0K7;C9JJS3;C9JDU5;E7EW35;I3L4G9;C9JDH0;I3L164;I3L331	0.001665073	3	10.8
Q9H0H5;F8VRD2;H0YIK5;F8VVE5;F8VWY4;F8VV47;F8VZ66;F8W0L1;F8VWX0;F8W1E5;F8VV37;F8W1T4;F8VS54;F8VQZ5;F8VV39;F8VUW9;F8VYH6;F8VQF5;F8VXH1;F8VVY0	0.001665073	6	9.7
Q5T6F2;F5H2U4;A6NCA8;E7EWG4;Q5JV03;A2A306;A2A305;H0YDN2	0.001648749	9	10.7
P00492	0.001648749	2	10.6
Q00577	0.001648749	3	8.7
Q9H9H4;F5H4M0;F5H1F6	0.001648749	4	22.8
Q9UJY4	0.001648749	4	8.5
P20339;B4DJA5	0.001632425	3	17.7
O43290	0.001632425	6	8.4
Q6PHR2;Q6PHR2-3;B4DFT0;Q6PHR2-2;H3BT78;H3BPN6;H3BP85	0.001632425	8	21.4
Q99959;Q99959-2	0.001632425	9	10.3
Q9UNS2;Q9UNS2-2;H7C3P9;C9JLV5;K7ES36;J3QKR0;J3KTQ1;J3QS85;J3QL22	0.001632425	6	18
Q9H3P2;C9JHL4;H7C0W2;H0Y3X6;B3KSP0;H7C2C7;C9JEM7;H7C2M8;F8WF98;F8W954;H7C3C2	0.001625895	2	3.6
O43719;Q5H918;Q5H919	0.001619365	5	6.2
Q15345;Q15345-3	0.001619365	8	11.7
Q32MZ4-2;Q32MZ4-3;Q32MZ4;E9PGZ2	0.001612836	9	15.2
Q9BST9-3;Q9BST9;Q9BST9-2;H7BXD4	0.001598144	3	6.5
Q96AQ6;Q96AQ6-2;F5H2F6;B4E1J0;Q96AQ6-3;Q5T173	0.001591614	9	12.6
O75381;O75381-2;F5H4J2;K7EK59	0.001591614	2	5.6
F5GWP3;H0YJ75;Q13362-4;Q13362;Q13362-3;Q13362-2;Q96B13;H0YJZ3;H0YJU0;G3V2U3	0.001580187	2	9.7
B7Z5W1;Q9Y624;B7Z941	0.001572025	3	13.9
Q9NYF8;Q9NYF8-2;E9PK91;Q9NYF8-3;E9PKI6;E9PQN2;Q9NYF8-4;E9PK09;E9PJA7;H0YF00	0.001565495	4	4.7
Q92804;Q92804-2;K7EPT6;K7EL85;K7ENI1	0.001563863	3	4.9
Q96CW5;Q96CW5-2;Q96CW5-3	0.001558966	15	17
P45880-1;P45880;P45880-2;B4DKM5;Q5JSD1;Q5JSD2;A2A3S1	0.001555701	6	26.5
O14744;O14744-2;G3V5W5;B4DX49;B4DV00;A8MTP3;G3V580;H0YJX6;C9JSX3;G3V5L5;G3V2X6;G3V2L6;H0YJ77;G3V5T6	0.001550804	8	13.7
Q96PY5-3;Q96PY5;C9IZY8;Q8IVF7;F8W1F5;Q8IVF7-3;Q8IVF7-2;O95466-3;O95466-2;O95466;K7EK60;K7EJE6	0.001550804	16	14.8
Q9UJZ1;B4E1K7;F2Z2I8	0.001542642	6	21.6
P30566;E7ERF4;P30566-2	0.001537744	6	18.6
Q9C0C2;Q9C0C2-2;E9PKK0;E9PKE7	0.001534479	20	13.9
P12236;P12235;I7HJJ0;Q9H0C2	0.001532847	4	16.4
Q15742;Q15742-3;Q15742-2;Q13506;B8ZZS2;F8W8J7;Q13506-2;C9JID4;C9JL92;C9J3V0;C9JFF6	0.001529582	5	9.3
B5MBZ0;Q9HC35;B5MCW9	0.001526317	9	9.7
P07339;H7C469;C9JH19;F8WD96;F8W787;H7C1V0	0.00152142	7	16.3
P0CB43;Q9BTY7;E9PPP0;E9PIX0;E9PSG3	0.00152142	9	33.3
Q15172;Q15172-2	0.001519788	6	16.3
Q9HDC9;H0Y512;Q9HDC9-2	0.001509993	3	6.7
Q12931;F5H897;I3L0K7;I3L239;I3L253	0.001503463	16	23.4
Q9Y478;F5H2X8;O43741;B4DH06;F5H610	0.001495301	2	9.6
P84022;P84022-2;P84022-3;H3BVD1;Q15796;Q15796-2;B7Z5N5;P84022-4;H0YKE2;K7EJX0;H3BP09;H0YL71;H0YNV1;H0YMP2	0.001490404	3	12
P55196-5;J3KN01;P55196;P55196-1;P55196-3;Q5TIG5;P55196-6;P55196-2;A8MQ02;C9JX92;H0Y7R8;H0YA98	0.001480609	14	9.7
Q66K79;Q66K79-2;Q66K79-3;E7EQK1	0.001480609	12	24.2
Q2TAL8	0.001478977	3	3.6
Q16795	0.001456123	2	5.8
O75934	0.001441431	6	32.9
Q7Z478	0.001439799	11	10.4
Q00587;Q00587-2;B0QYC8;B0QYC7;B0QYC6	0.001431637	4	10
O43815;O43815-2	0.001423475	13	21.9
Q53H82	0.00142021	4	12.5
O00541;O00541-2;B5MCF9;B3KXD6;C9JXJ1;H7C267	0.001402253	7	11.4
B4DMU0;P32322;P32322-2;E2QRB3;J3KQ22;J3QKT4;J3QL24;J3QL32;J3QL23;J3QLK9;J3QR88	0.001400621	3	15.6
Q9Y3Z3;Q9Y3Z3-2;A6NDZ3	0.001398988	11	20.1
P30876;C9J2Y9;C9J4M6	0.001395723	10	9
Q8TDN6	0.001395723	3	9.6
Q8TBC4;Q8TBC4-2;F8W8D4;B7Z5F6	0.001387561	2	4.5
Q49A26;Q49A26-3;Q49A26-2;Q49A26-5;K7EQB2;K7EMM8;Q49A26-4;K7ELL0	0.001387561	3	5.8
Q9BUQ8;H0YI52	0.001381031	8	9.6
Q6Y7W6;Q6Y7W6-4;I1E4Y6;Q6Y7W6-3;E9PC50;E7ESB6;C9JHW1;C9JH18;C9JRZ2;C9JHT0;C9J0V6;C9JXQ0;C9JPV7;F8WCD5	0.001377767	18	14.3
P35269;M0R0R9;M0QXD6;E7EUG6;M0R0Z3	0.001376134	2	5
Q658Y4;E7ER68;P0C866;G3V120	0.001376134	8	11.8
Q05086;Q05086-3;Q05086-2	0.001363075	11	13.1
P55795	0.001361442	4	12
P35611-3;P35611;E7ENY0;A2A3N8;E7EV99;P35611-2;Q86XM2;H0Y9H2;D6RF25;P35612;P35612-3;P35612-4;P35612-8;P35612-2;D6RAH3;H0YFD8;D6RJE2	0.00135328	7	12
O95456;O95456-2;F8WBH7	0.001345118	3	15.3
O94766;G3V150;B7ZAB3;E9PNA1	0.001341853	2	5.7
Q9UQ35;Q9UQ35-2;I3L3Q8;I3L4U6	0.001322264	10	4.6
H7BZW1;P57076;F8VZ95;C9J818;D3DSE6;F5GXV2;C9JX57;H7C2R6	0.001320632	3	10.4
F8VZG9;O43251-8;O43251-6;B7Z1U7;Q9NWB1-2;J3KNW3;O43251-7;Q9NWB1;Q9NWB1-5;Q9NWB1-4;F8VRS4;O43251;O43251-2;O43251-10;O43251-5;B0QYY4;O43251-4;Q9NWB1-3;O43251-9;J3QRF4;O43251-3;B0QYV1;J3QQZ2;B4DF29;A6NFN3;F8VZY7;F8VR27;B0QYY7;I3L1D4;B0QYY6	0.001318999	2	3.6
Q9Y2W1	0.001317367	4	6.1
P49189;B4DXY7	0.001315734	7	15.4
Q147X3;Q147X3-2;J3KNC2;B4DK34	0.00130594	2	5.8
F5GWP8;K7ESE1;CON__Q8N1A0;Q8N1A0;Q8N1A0-2	0.001304307	0	9.8
P29279;P29279-2	0.001304307	5	16.6
Q8IZ83;Q8IZ83-3;F5H4B6;F8WBH3;Q8IZ83-2	0.001304307	6	9.5
B4DT67;B4DRE6;Q9NUQ6;Q9NUQ6-2;B8ZZZ7;F8W6C2;C9JGM8;F8VT91;F8VZ02;C9JKE4;F2Z2S1;C9J8M7;C9IZC3;F8WAV0;Q4ZFW0	0.001302675	8	16.7
Q9HBH5	0.001297778	4	14
O15344;O15344-2;C9J453;C9JZJ7;Q9UJV3;Q9UJV3-2;A6PVI4	0.001291248	5	8.1
Q14766-4;Q14766;Q14766-5;Q14766-2;E7EV71;Q14766-3;C9JD84;H7C2H7;E7EUU6;H7C4L5;C9JDW2;H7C0I7	0.001287983	18	12.7
Q6ZRP7;H0Y430	0.001287983	11	18.3
Q6P1N0;Q6P1N0-2;K7EMP1;K7EJY5	0.001279821	12	13.5
H3BS72;Q9P035;H3BPZ1;B4DRF4;H3BRL8;H3BMZ1	0.001278189	5	9
Q9H6R4;Q9H6R4-4;G8JLK7;Q9H6R4-2;Q9H6R4-3	0.001273291	8	7.8
Q6NXG1;Q6NXG1-3;Q6NXG1-4;Q6NXG1-5;Q6NXG1-2;H0YBB3;H0YBR2;E5RI26	0.001273291	9	19.2
D6W592;Q8WVV9;Q8WVV9-4;B7WPG3;Q5JB52;H7C464;H7C0J6	0.001271659	1	7.6
P00491;G3V5M2;G3V308;G3V2H3	0.001270027	4	15.9
Q9NV70;Q9NV70-2	0.001270027	9	12.2
P25098;E9PRV7;P35626	0.001268394	9	12.8
P54709;B7Z1N7;C9JA36;C9JXZ1;H7C4L9	0.001261864	3	13.3
P57678;I3L2C7;I3L399;I3L4A4;I3L4M4;E7EN12;I3L1J7	0.001261864	11	12.7
Q16204	0.001261864	5	9.1
Q9H078-2;H0YGM0;Q9H078;Q9H078-4;Q9H078-3;B4DXW4;F5GX99;H0YFF5;Q7Z777;F5H7A5;F5H392	0.001261864	6	9.6
Q13308-6;Q13308;Q13308-4;Q13308-2;Q13308-3;Q13308-5;H0Y8F1;Q86X91;C9JQR6;H7C5L0;F8WDG7;C9J9E8	0.001256967	17	18.8
Q86UK7;Q86UK7-3;Q86UK7-2;H3BQQ2	0.001255335	6	6.1
P42226;P42226-3;P42226-2;G3V5K5;G3V370;G3V2X7;G3V5I8;H0YJH6;G3V568;G3V2H4;G3V3E9;G3V2M3;G3V2L2;Q5FBW6	0.001247173	4	5.5
Q9UPN9;Q9UPN9-2;H0Y612;E7EN20	0.001237378	11	9.7
Q13868;A3KFL5;A3KFL4;A3KFL2;B4DKK6;A3KFL1	0.001235746	3	13
P48506;H0Y9I7;D6R959;D6REX4;H0YAB6	0.001235746	8	12.4
Q9UH62	0.001235746	4	11.6
P42704;B8ZZ38;C9JCA9	0.001234113	20	16
Q06587;Q06587-2;Q99496	0.001230848	3	10.1
Q3LXA3;H0YCY6;E9PJG8;I3L252;E9PQR1	0.001230848	10	20.9
F5H2S7;Q13561-2;Q13561-3;Q13561;F5H223;F8WAG8;F8W1I6;H0YI98;F8VW18;F8VRV7;F8VX93;H0YHL1	0.001227584	8	20.4
Q58FF6	0.001227584	2	6.1
Q6PGP7;D6RCE2;H0Y964	0.001217789	16	11.3
Q9Y6Q5-2;Q9Y6Q5;Q9BXS5-2;Q9BXS5;E7ENJ6;B4DDG7;K7EJL1;K7EJJ1;K7EPR4;K7EMG5;K7EK69;K7EL08;K7ERH5	0.001212892	5	12
P61163;B4DXP9;F5H3I4;P42025;G5E9Q5	0.001207994	3	12.5
P49914;H3BQ75	0.001201465	2	10.3
Q9H4E7;F5H853;F8W8F9;Q6TDU7;Q6TDU7-3;G3V333;G3V2J3	0.001196567	10	15.5
Q9NTI5;Q9NTI5-2;Q9NTI5-3;A9IYQ1	0.001196567	10	8.2
Q9Y2D4;J3QT38;Q9Y2D4-2;F2Z2Q3;Q8TAG9;E9PHI3;E7EW84;F2Z3K0	0.001196567	11	15.5
